BaseID,Name,combat_type,alignment,role,categories,ability_classes,image,ship,era,unit_relic_all,unit_relic_guilds_100,unit_relic_kyber_1000
HOTHHAN,Captain Han Solo,1,Light Side,Support,Rebel|Scoundrel,Revive|Dispel|Gain Turn Meter|Daze,https://game-assets.swgoh.gg/textures/tex.charui_hoth_han.png,,Legacy,5,5,5
HOTHLEIA,Rebel Officer Leia Organa,1,Light Side,Attacker,Leader|Rebel,Counter|Foresight|+Speed|Gain Turn Meter|+Tenacity|Ability Block|Buff Immunity|+Critical,https://game-assets.swgoh.gg/textures/tex.charui_leiahoth.png,,Legacy,5,5,5
HOTHREBELSCOUT,Hoth Rebel Scout,1,Light Side,Attacker,Rebel|Rebel Fighter,Stun|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_rebelhothscout.png,,Legacy,5,5,5
HOTHREBELSOLDIER,Hoth Rebel Soldier,1,Light Side,Support,Rebel|Rebel Fighter,Counter|Health Up|Defense Up|Offense Down|Taunt,https://game-assets.swgoh.gg/textures/tex.charui_rebelhoth.png,,Legacy,5,5,5
HUMANTHUG,Mob Enforcer,1,Dark Side,Support,Hutt Cartel|Scoundrel,Bonus Turn|Counter|Vulnerable|Expose|Defense Down|+Speed|Daze|Thermal Detonator|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_mob_enforcer.png,,Legacy,3,5,5
HUNTERS3,Hunter (Mercenary),1,Light Side,Support,Bad Batch|Mercenary|Order 66 Raid,Bonus Turn|Critical Chance Up|Soldier of Fortune|Gain Turn Meter|Counter|Dispel|+Speed|Marked|Buff Immunity|Protection Disruption|Offense Down|AoE|Assist|Expose|Healing Immunity|Shock|Daze|Protection Up|Reset Cooldown|Speed Down|Speed Up|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_hunters3.png,,the Cavalry,5,7,7
HUYANG,Huyang,1,Light Side,Attacker,Droid|Spectre,Reduce Cooldowns|Tenacity Up|Expose|Assist|Reset Cooldown|Stagger|Dispel|Jedi Lessons|Stun|Gain Turn Meter|Off Balance|Speed Up|Offense Up|Advantage|Damage Immunity,https://game-assets.swgoh.gg/textures/tex.charui_huyang.png,,Apprentices,7,8,8
IDENVERSIOEMPIRE,Iden Versio,1,Dark Side,Attacker,Leader|Empire|Imperial Trooper,Counter|+Max Health|Vulnerable|AoE|Assist|Healing Immunity|Protection Up|Dispel|Stun|+Speed|Gain Turn Meter|+Critical|Critical Damage Up|Revive,https://game-assets.swgoh.gg/textures/tex.charui_idenversioempire.png,TIEDEFENDER,Legacy,5,7,8
IG11,IG-11,1,Light Side,Healer,Droid|Scoundrel,Counter|Damage Over Time|Foresight|AoE|Assist|Taunt|Dispel|Shock|Retribution|Tenacity Down|Health Steal Up,https://game-assets.swgoh.gg/textures/tex.charui_ig11_nurse.png,,Legacy,5,5,5
IG12,IG-12 & Grogu,1,Light Side,Healer,Mandalorian,Bonus Turn|Counter|Reduce Cooldowns|Defense Up|AoE|Blind|Assist|Healing Immunity|Protection Up|Dispel|Reset Cooldown|Stun|Daze|Gain Turn Meter|Ability Block|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_ig12.png,,Legacy,7,7,7
IG86SENTINELDROID,IG-86 Sentinel Droid,1,Dark Side,Attacker,Droid,Assist,https://game-assets.swgoh.gg/textures/tex.charui_ig86.png,,Legacy,3,3,3
IG88,IG-88,1,Dark Side,Attacker,Leader|Bounty Hunter|Droid|Scoundrel,Damage Over Time|AoE|Healing Immunity|Defense Down|Target Lock|Ability Block|+Critical,https://game-assets.swgoh.gg/textures/tex.charui_ig88.png,IG2000,Legacy,5,6,7
IG90,IG-90,1,Dark Side,Support,Leader|Bounty Hunter|Droid|Scoundrel,Heal|Defense Down|Critical Chance Up|+Tenacity|Critical Damage Up|Damage Immunity|Heal Over Time|Counter|Taunt|Dispel|+Speed|Marked|Accuracy Up|AoE|Assist|Damage Over Time|Speed Down|Speed Up|+Critical|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_ig-90.png,,Anniversary,6,7,7
IMAGUNDI,Ima-Gun Di,1,Light Side,Support,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Counter|Defense Up|Defense Down|Anti-Droid|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_imagundi.png,,Legacy,5,5,5
IMPERIALPROBEDROID,Imperial Probe Droid,1,Dark Side,Support,Droid|Empire|ISB,Counter|Expose|AoE|Healing Immunity|Remove Turn Meter|Reset Cooldown|Dispel|Target Lock|Taunt|Gain Turn Meter|Instant Defeat|Revive,https://game-assets.swgoh.gg/textures/tex.charui_probedroid.png,,Legacy,5,5,7
IMPERIALSUPERCOMMANDO,Imperial Super Commando,1,Dark Side,Attacker,Empire|Mandalorian,Counter|Bonus Attack|Offense Down|Dispel|Gain Turn Meter|Buff Immunity|Damage Immunity,https://game-assets.swgoh.gg/textures/tex.charui_imperial_super_commando.png,GAUNTLETSTARFIGHTER,Legacy,5,5,7
INQUISITORBARRISS,Inquisitor Barriss,1,Dark Side,Healer,Leader|Empire|Inquisitorius|Unaligned Force User,Counter|+Max Health|AoE|Assist|Taunt|Dispel|Stun|Daze|Gain Turn Meter|Purge|Buff Immunity|+Critical|Heal Over Time|Revive|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_inquisitorbarriss.png,,Anniversary,6,7,8
ITHANO,Captain Ithano,1,Dark Side,Attacker,Leader|Pirate|Scoundrel|Order 66 Raid,Defense Down|+Tenacity|Counter|Foresight|Defense Up|Deathmark|Dispel|+Speed|Defense Penetration Up|Profit|Marked|Retribution|Accuracy Up|Revive|AoE|Assist|Expose|+Max Health|Tenacity Up|Bonus Attack|Fear|Protection Up|Reset Cooldown|Speed Up|+Critical|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_ithano.png,,Piracy,5,7,8
JABBATHEHUTT,Jabba the Hutt,1,Dark Side,Support,Leader|Galactic Legend|Bounty Hunter|Hutt Cartel|Smuggler,Bonus Turn|Gain Turn Meter|Critical Damage Up|Damage Immunity|+Defense|Counter|Blind|Taunt|Dispel|+Speed|Armor Shred|Defense Penetration Up|Relic Scaling|Buff Immunity|Thermal Detonator|Revive|Advantage|Anti-Revive|AoE|Assist|Daze|Instant Defeat|+Max Health|Fear|Protection Up|Reset Cooldown|Speed Down|Stun|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_jabbathehutt.png,,Legacy,8,9,9
JANGOFETT,Jango Fett,1,Dark Side,Attacker,Leader|Bounty Hunter|Mandalorian|Mercenary|Scoundrel|Separatist,Bonus Turn|Burning|Counter|AoE|Healing Immunity|Stagger|Taunt|Dispel|+Speed|Gain Turn Meter|+Tenacity|+Critical|Revive|Damage Immunity,https://game-assets.swgoh.gg/textures/tex.charui_jangofett.png,,Legacy,7,7,7
JARJARBINKS,Jar Jar Binks,1,Light Side,Support,Gungan,Bonus Turn|Frustration|Remove Turn Meter|Gain Turn Meter|Plasma Residue|Damage Immunity|Counter|Foresight|Blind|Stagger|Deathmark|Dispel|+Speed|Protection Disruption|AoE|Assist|Expose|Shock|Daze|Instant Defeat|Shield Up|Tenacity Up|Fear|Protection Up|Reset Cooldown|Stun|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_jarjarbinks.png,,Legacy,6,8,8
JAWA,Jawa,1,Light Side,Attacker,Jawa,Stun|Speed Down|AoE|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_jawa_jawa.png,,Legacy,3,4,5
JAWAENGINEER,Jawa Engineer,1,Light Side,Healer,Jawa,Heal|Critical Chance Up|+Speed|Gain Turn Meter|Thermal Detonator|Revive,https://game-assets.swgoh.gg/textures/tex.charui_jawa_engineer.png,,Legacy,3,6,6
JAWASCAVENGER,Jawa Scavenger,1,Light Side,Support,Jawa,Offense Down|AoE|Healing Immunity|Defense Down|Tenacity Down|Thermal Detonator|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_jawa_scavenger.png,,Legacy,3,6,7
JAXXON,Jaxxon,1,Light Side,Attacker,Mercenary|Scoundrel|Smuggler,Bonus Turn|Counter|Vulnerable|Prepared|AoE|Heal|Dispel|Speed Down|+Speed|Gain Turn Meter|Stun|Off Balance|Revive|Stealth|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_jaxxon.png,,Myths & Legends,,,
JEDIKNIGHTCAL,Jedi Knight Cal Kestis,1,Light Side,Attacker,Leader|Jedi|Mercenary,Bonus Turn|Frenzy|Gain Turn Meter|Damage Immunity|+Defense|Counter|Stagger|Taunt|Dispel|Defense Penetration Up|Armor Shred|Retribution|Revive|Advantage|Anti-Revive|AoE|Assist|Daze|Ability Block|Instant Defeat|+Max Health|Fear|Protection Up|Speed Down|Stun|Riposte,https://game-assets.swgoh.gg/textures/tex.charui_jediknightcal.png,,Legacy,7,8,8
JEDIKNIGHTCONSULAR,Jedi Consular,1,Light Side,Healer,Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Reduce Cooldowns|Heal,https://game-assets.swgoh.gg/textures/tex.charui_jedi_consular_03.png,JEDISTARFIGHTERCONSULAR,Legacy,5,5,6
JEDIKNIGHTGUARDIAN,Jedi Knight Guardian,1,Light Side,Tank,Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Ability Block|Offense Down|Defense Up|AoE,https://game-assets.swgoh.gg/textures/tex.charui_jedi_guardian_01.png,,Legacy,3,4,5
JEDIKNIGHTLUKE,Jedi Knight Luke Skywalker,1,Light Side,Attacker,Leader|Jedi,Counter|Fear|Vulnerable|AoE|Blind|Assist|Dispel|Stun|+Speed|Gain Turn Meter|+Critical,https://game-assets.swgoh.gg/textures/tex.charui_luke_jediknight.png,,Legacy,7,8,8
JEDIKNIGHTREVAN,Jedi Knight Revan,1,Light Side,Attacker,Leader|Jedi|Old Republic,Bonus Turn|Gain Turn Meter|+Tenacity|Critical Damage Up|Counter|Critical Hit Immunity|Foresight|Taunt|Dispel|+Speed|Marked|Buff Immunity|Advantage|Reduce Cooldowns|AoE|Assist|Ability Block|+Max Health|Tenacity Up|Stun,https://game-assets.swgoh.gg/textures/tex.charui_jedirevan.png,,Legacy,5,8,8
JEDIMASTERKENOBI,Jedi Master Kenobi,1,Light Side,Attacker,Leader|Galactic Legend|Galactic Republic|Jedi,Vulnerable|Gain Turn Meter|Damage Immunity|Counter|Foresight|Taunt|Dispel|+Speed|Defense Penetration Up|Relic Scaling|AoE|Assist|Healing Immunity|Ability Block|+Max Health|Tenacity Up|Protection Up|Reset Cooldown|Stun|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_globiwan.png,,Legacy,8,9,9
JEDIMASTERMACEWINDU,Jedi Master Mace Windu,1,Light Side,Attacker,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Bonus Turn|Gain Turn Meter|+Defense|Counter|Foresight|Blind|Taunt|Dispel|+Speed|Doubt|Buff Immunity|Revive|Anti-Revive|Protection Disruption|AoE|Assist|Expose|Healing Immunity|Instant Defeat|+Max Health|Tenacity Up|Reset Cooldown|Deflective Ward|Speed Down|Riposte|Speed Up|+Critical|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_jedimastermacewindu.png,,Revenge of the Sith,7,9,9
JOCASTANU,Jocasta Nu,1,Light Side,Attacker,Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Bonus Turn|Vulnerable|Defense Down|Gain Turn Meter|Critical Damage Up|Damage Immunity|Counter|Foresight|Dispel|+Speed|Revive|Anti-Revive|Protection Disruption|AoE|Expose|Daze|Ability Block|Tenacity Down|Burning|Deflective Ward|Stun|Breach|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_jocastanu_blaster.png,,Conquest,7,8,8
JOLEEBINDO,Jolee Bindo,1,Light Side,Healer,Jedi|Old Republic,Protection Up|Assist|Dispel|Gain Turn Meter|Revive,https://game-assets.swgoh.gg/textures/tex.charui_joleebindo.png,,Legacy,5,7,7
JUHANI,Juhani,1,Light Side,Tank,Jedi|Old Republic,Counter|AoE|Assist|Stagger|Taunt|Dispel|Stun|+Speed|Gain Turn Meter|Offense Up|Stealth|Health Steal Up,https://game-assets.swgoh.gg/textures/tex.charui_juhani.png,,Legacy,5,7,7
JYNERSO,Jyn Erso,1,Light Side,Attacker,Leader|Rebel|Rebel Fighter|Rogue One,Critical Hit Immunity|AoE|Expose|Heal|Remove Turn Meter|Offense Up|Taunt|Stun|+Speed|Gain Turn Meter|Buff Immunity|Speed Up|Evasion Up|Critical Damage Up|Advantage|Revive,https://game-assets.swgoh.gg/textures/tex.charui_jyn.png,UWINGROGUEONE,Legacy,5,7,7
K2SO,K-2SO,1,Light Side,Tank,Droid|Rebel|Rebel Fighter|Rogue One,Counter|Offense Down|Assist|Taunt|Dispel|Daze,https://game-assets.swgoh.gg/textures/tex.charui_k2so.png,UWINGROGUEONE,Legacy,5,6,7
KANANJARRUSS3,Kanan Jarrus,1,Light Side,Tank,Jedi|Phoenix|Rebel,Counter|Foresight|Defense Up|Offense Down|Protection Up|Taunt|Dispel|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_kanan_s3.png,GHOST,Legacy,3,6,6
KELLERANBEQ,Kelleran Beq,1,Light Side,Attacker,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Bonus Turn|Counter|Tenacity Up|Bonus Attack|Foresight|Protection Up|Assist|Healing Immunity|Target Lock|Dispel|+Speed|Gain Turn Meter|+Tenacity|+Critical|Offense Up|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_kelleranbeq.png,,Legacy,7,8,8
KIADIMUNDI,Ki-Adi-Mundi,1,Light Side,Attacker,Galactic Republic|Jedi,Counter|Bonus Attack|Critical Hit Immunity|AoE|Protection Up|Reset Cooldown|Dispel|+Speed|Armor Shred|Daze|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_kiadimundi.png,,Legacy,5,7,8
KITFISTO,Kit Fisto,1,Light Side,Attacker,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,Counter|Bonus Attack|AoE|Potency Up|Gain Turn Meter|+Tenacity|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_kitfisto.png,,Legacy,5,5,7
KIX,Kix,1,Light Side,Healer,Clone Trooper|Pirate|Scoundrel|Order 66 Raid,Bonus Turn|Remove Turn Meter|Gain Turn Meter|Evasion Up|Damage Immunity|Protection Over Time|Health Steal Up|Counter|Heal Over Time|Critical Hit Immunity|Taunt|Dispel|+Speed|Profit|Retribution|Revive|AoE|Assist|Healing Immunity|Shock|Instant Defeat|Tenacity Up|Health Up|Protection Up|Reset Cooldown|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_kix.png,,Piracy,6,7,7
KLEYA,Kleya Marki,1,Light Side,Attacker,Rebel|Rebel Fighter,Bonus Turn|Heal|Remove Turn Meter|Gain Turn Meter|Evasion Up|Critical Damage Up|Damage Immunity|Counter|Taunt|Dispel|Buff Immunity|Revive|Anti-Revive|Reduce Cooldowns|AoE|Assist|Healing Immunity|Ability Block|Burning|Rebel Network|Reset Cooldown|Undermine|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_kleya.png,,Andor,2,7,8
KRRSANTAN,Krrsantan,1,Dark Side,Tank,Leader|Bounty Hunter|Hutt Cartel|Mercenary|Scoundrel|Wookiee,Damage Immunity|Counter|Defense Up|Taunt|Dispel|+Speed|Revive|Reduce Cooldowns|Offense Down|AoE|Shock|Potency Down|Ability Block|Disarm|+Max Health|Damage Over Time|Protection Up|Reset Cooldown|Critical Damage Down|Evasion Down|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_krrsantan.png,,Legacy,5,9,9
KUIIL,Kuiil,1,Light Side,Support,Scoundrel,Burning|Expose|Heal|Shock|Speed Down|Stun|Gain Turn Meter|Revive,https://game-assets.swgoh.gg/textures/tex.charui_kuiil.png,,Legacy,5,5,5
KXSECURITYDROID,KX Security Droid,1,Dark Side,Tank,Droid|Empire|ISB,Defense Down|Frenzy|Gain Turn Meter|Counter|Foresight|Defense Up|Blind|Stagger|Taunt|Dispel|Retribution|AoE|Assist|Expose|Target Lock|Shock|Daze|Alert|Overcharge|Protection Up|Reset Cooldown|Undermine,https://game-assets.swgoh.gg/textures/tex.charui_kxsecuritydroid.png,,Andor,2,5,6
KYLEKATARN,Kyle Katarn,1,Light Side,Attacker,Jedi|Mercenary|New Republic|Rebel|Rebel Fighter,Bonus Turn|Counter|Defense Up|AoE|Assist|Reset Cooldown|Dispel|Critical Chance Up|Potency Up|Gain Turn Meter|Ability Block|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_kylekatarn.png,RAVENSCLAW,Legacy,5,7,7
KYLOREN,Kylo Ren,1,Dark Side,Attacker,First Order|Unaligned Force User,Counter|Damage Over Time|AoE|Healing Immunity|Reset Cooldown|Stun|+Speed|Gain Turn Meter|Retribution|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_kyloren.png,COMMANDSHUTTLE,Legacy,7,7,7
KYLORENUNMASKED,Kylo Ren (Unmasked),1,Dark Side,Tank,Leader|First Order|Unaligned Force User,Counter|Taunt|Dispel|Stun|+Speed|Gain Turn Meter|Advantage|Tenacity Down,https://game-assets.swgoh.gg/textures/tex.charui_kylo_unmasked.png,TIESILENCER,Legacy,7,8,8
L3_37,L3-37,1,Light Side,Tank,Droid|Mercenary|Scoundrel|Smuggler,Counter|Tenacity Up|Prepared|Defense Down|Taunt|Dispel|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_l337.png,MILLENNIUMFALCONPRISTINE,Legacy,5,6,7
LEIAJEDITRAINING,Leia (Jedi Training),1,Light Side,Attacker,Jedi,Bonus Turn|Defense Down|Remove Turn Meter|Gain Turn Meter|Counter|Foresight|Taunt|Dispel|Jedi Lessons|+Speed|Buff Immunity|Revive|Anti-Revive|Protection Disruption|Reduce Cooldowns|Offense Down|AoE|Assist|Healing Immunity|Daze|Ability Block|Off Balance|Stun|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_leiajeditraining.png,,Conquest,,,
LOBOT,Lobot,1,Light Side,Support,Leader|Constable|Rebel,Bonus Turn|Foresight|Defense Up|Assist|Defense Down|Heal|Remove Turn Meter|Dispel|Target Lock|Speed Down|+Speed|Gain Turn Meter|Speed Up,https://game-assets.swgoh.gg/textures/tex.charui_lobot.png,,Legacy,3,6,7
LOGRAY,Logray,1,Light Side,Support,Ewok,Tenacity Up|Foresight|Health Up|AoE|Assist|Remove Turn Meter|Dispel|Daze|Gain Turn Meter|Offense Up|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_ewok_logray.png,,Legacy,5,6,6
LORDVADER,Lord Vader,1,Dark Side,Attacker,Leader|Galactic Legend|Empire|Sith,Bonus Turn|Gain Turn Meter|Counter|Taunt|Dispel|+Speed|Relic Scaling|Marked|Buff Immunity|Thermal Detonator|Revive|Anti-Revive|Reduce Cooldowns|AoE|Healing Immunity|Shock|Daze|Ability Block|+Max Health|Damage Over Time|Fear|Stun|Speed Up|+Critical|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_lordvader.png,,Legacy,8,9,10
LUKESKYWALKER,Luke Skywalker (Farmboy),1,Light Side,Attacker,Leader|Rebel,Counter|Damage Over Time|Defense Down|Offense Up|Dispel|Speed Down|Stun|Gain Turn Meter|+Tenacity|Critical Damage Up|Advantage,https://game-assets.swgoh.gg/textures/tex.charui_luke_ep4.png,,Legacy,3,3,3
LUKESTARKILLER,Starkiller (Luke Concept),1,Light Side,Support,Rebel|Unaligned Force User,Bonus Turn|AoE|Assist|Expose|Protection Up|Dispel|Gain Turn Meter|Ability Block|Buff Immunity,https://game-assets.swgoh.gg/textures/tex.charui_lukestarkiller.png,,Myths & Legends,,,
LUMINARAUNDULI,Luminara Unduli,1,Light Side,Healer,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,+Max Health|Tenacity Up|Protection Up|Heal|+Evasion|Dispel|Gain Turn Meter|Healing|Ability Block|Evasion Up|Heal Over Time,https://game-assets.swgoh.gg/textures/tex.charui_luminara.png,,Legacy,5,7,7
LUTHENRAEL,Luthen Rael,1,Light Side,Support,Rebel|Rebel Fighter,Bonus Turn|Defense Down|Frenzy|Gain Turn Meter|Critical Damage Up|Counter|Taunt|Dispel|+Speed|Defense Penetration Up|Marked|Buff Immunity|Retribution|Revive|Summon|Assist|Healing Immunity|Daze|Ability Block|Fear|Reset Cooldown|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_luthenrael.png,,Conquest,5,7,8
MACEWINDU,Mace Windu,1,Light Side,Tank,Leader|Galactic Republic|Jedi|Fleet Commander,Counter|+Max Health|Foresight|AoE|Assist|Heal|Remove Turn Meter|Resilient Defense|Dispel|Taunt|Speed Down|+Speed|Gain Turn Meter|Stun|Ability Block|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_macewindu.png,CAPITALJEDICRUISER,Legacy,4,7,8
MAGMATROOPER,Magmatrooper,1,Dark Side,Attacker,Empire|Imperial Trooper,Remove Turn Meter|AoE|Gain Turn Meter,https://game-assets.swgoh.gg/textures/tex.charui_trooperstorm_magma.png,,Legacy,5,5,5
MAGNAGUARD,IG-100 MagnaGuard,1,Dark Side,Tank,Droid|Separatist,Bonus Turn|Counter|AoE|Reset Cooldown|Target Lock|Taunt|Dispel|Stun|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_magnaguard.png,,Legacy,5,5,6
MAJORPARTAGAZ,Major Partagaz,1,Dark Side,Support,Leader|Empire|ISB,Gain Turn Meter|+Tenacity|+Defense|Counter|Tactical Supremacy|Foresight|Blind|Taunt|Dispel|+Speed|AoE|Assist|Expose|Target Lock|Potency Down|Daze|Speed Down|Retaliate|Speed Up|+Critical|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_majorpartagaz.png,,Andor,2,6,6
MANDALORBOKATAN,Bo-Katan (Mand'alor),1,Light Side,Attacker,Leader|Mandalorian,Bonus Turn|+Max Health|Counter|Tenacity Up|Assist|Taunt|Dispel|Stun|+Speed|Armor Shred|Daze|Speed Up|Revive|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_mandalorbokatan.png,,Legacy,7,8,8
MARAJADE,"Mara Jade, The Emperor's Hand",1,Dark Side,Attacker,Empire|Unaligned Force User,Counter|Vulnerable|Offense Down|AoE|Blind|Assist|Stagger|Dispel|Shock|Stun|Daze|Gain Turn Meter|Tenacity Down|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_marajade.png,,Legacy,5,7,7
MARAJADESKYWALKER,Mara Jade Skywalker,1,Light Side,Attacker,Jedi|New Republic,Bonus Turn|Vulnerable|Defense Down|Gain Turn Meter|Counter|Stagger|Taunt|Dispel|+Speed|Instant Defeat Immunity|AoE|Assist|Healing Immunity|Resilient Defense|Daze|Fear|Protection Up|Reset Cooldown|Stun|Riposte|Speed Up|Offense Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_marajadeskywalker.png,,Myths & Legends,,,
MARROK,Marrok,1,Dark Side,Support,Inquisitorius|Mercenary|Unaligned Force User,Counter|Defense Up|AoE|Assist|Defense Down|Expose|Reset Cooldown|Dispel|Soldier of Fortune|Gain Turn Meter|Purge|Tenacity Down|Ability Block|Revive|Advantage|Damage Immunity|Anti-Revive,https://game-assets.swgoh.gg/textures/tex.charui_marrok.png,,Legacy,7,8,8
MASTERQUIGON,Master Qui-Gon,1,Light Side,Support,Galactic Republic|Jedi,Bonus Turn|Remove Turn Meter|Gain Turn Meter|Critical Damage Up|Protection Over Time|Heal Over Time|Counter|Foresight|Defense Up|Taunt|Dispel|+Speed|Doubt|Buff Immunity|Accuracy Up|Advantage|Protection Disruption|AoE|Assist|Expose|Healing Immunity|Ability Block|Tenacity Down|Tenacity Up|Protection Up|Stun|Breach|Speed Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_masterquigon.png,,Legacy,6,9,9
MAUL,Darth Maul,1,Dark Side,Attacker,Leader|Sith,Counter|AoE|+Evasion|Taunt|Daze|Gain Turn Meter|Offense Up|Advantage|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_maul.png,SITHINFILTRATOR,Legacy,7,7,7
MAULHATEFUELED,Maul (Hate-Fueled),1,Dark Side,Attacker,Unaligned Force User,Bonus Turn|Remove Turn Meter|Gain Turn Meter|Critical Damage Up|Counter|Taunt|Dispel|+Speed|Fracture|Revive|Anti-Revive|AoE|Assist|Healing Immunity|Daze|Ability Block|Instant Defeat|Fear|Reset Cooldown|Offense Up,https://game-assets.swgoh.gg/textures/tex.charui_maulhatefueled.png,,Anniversary,3,9,10
MAULS7,Maul,1,Dark Side,Attacker,Leader|Mandalorian|Unaligned Force User,Bonus Turn|+Max Health|Counter|Reduce Cooldowns|Offense Down|AoE|Assist|Taunt|Dispel|Frenzy|Stun|Ability Block|Buff Immunity|Retribution|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_maul_cyborg.png,,Conquest,6,8,8
MAZKANATA,Maz Kanata,1,Light Side,Support,Leader|Pirate|Scoundrel|Smuggler|Unaligned Force User|Order 66 Raid,Bonus Turn|Remove Turn Meter|Gain Turn Meter|+Tenacity|Counter|Foresight|Deathmark|Dispel|+Speed|Armor Shred|Profit|Marked|Retribution|AoE|Assist|Expose|Healing Immunity|Instant Defeat|+Max Health|Fear|Reset Cooldown|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_mazkanata.png,,Conquest,7,7,8
MERRIN,Merrin,1,Dark Side,Support,Nightsister,Counter|AoE|Taunt|Dispel|Stun|+Speed|Gain Turn Meter|Relic Scaling|Plague|Instant Defeat Immunity|Revive|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_merrin.png,,Legacy,5,7,7
MISSIONVAO,Mission Vao,1,Light Side,Attacker,Mercenary|Old Republic|Scoundrel,Damage Over Time|Protection Up|Blind|Assist|Dispel|+Speed|Daze|Gain Turn Meter|Riposte|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_mission.png,,Legacy,4,6,7
MOFFGIDEONS1,Moff Gideon,1,Dark Side,Support,Leader|Empire|Imperial Remnant|Imperial Trooper,Counter|+Max Health|AoE|Assist|Protection Up|Taunt|Dispel|Armor Shred|Daze|Gain Turn Meter|Revive,https://game-assets.swgoh.gg/textures/tex.charui_moffgideon.png,,Legacy,5,7,8
MOFFGIDEONS3,Dark Trooper Moff Gideon,1,Dark Side,Tank,Leader|Empire|Imperial Remnant,Bonus Turn|Remove Turn Meter|Gain Turn Meter|+Defense|Counter|Defense Up|Stagger|Taunt|Dispel|+Speed|Retribution|Accuracy Up|Revive|Offense Down|AoE|Assist|Healing Immunity|Daze|Stun|+Critical|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_moffgideons3.png,,Conquest,5,8,8
MONMOTHMA,Mon Mothma,1,Light Side,Support,Leader|New Republic|Rebel,+Max Health|Critical Hit Immunity|Summon|Assist|Taunt|Dispel|+Speed|Daze|Defense Penetration Up|+Tenacity|Revive|+Defense,https://game-assets.swgoh.gg/textures/tex.charui_monmothma.png,,Legacy,5,5,6
MORGANELSBETH,Morgan Elsbeth,1,Dark Side,Tank,Nightsister,Vulnerable|Defense Down|Frenzy|Gain Turn Meter|Counter|Foresight|Defense Up|Blind|Stagger|Taunt|Dispel|Defense Penetration Up|Armor Shred|Relic Scaling|Buff Immunity|Revive|Anti-Revive|AoE|Assist|Expose|Tenacity Up|Protection Up|Stealth,https://game-assets.swgoh.gg/textures/tex.charui_morganelsbeth.png,,Legacy,7,7,8
