source,BaseID,Name,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,updated
guilds_100,COMMANDERAHSOKA,Commander Ahsoka Tano,0,0,0,0,2,1,6,3,4877,49,2026-07-31T08:01:18.016786+00:00
guilds_100,COMMANDERLUKESKYWALKER,Commander Luke Skywalker,0,0,0,0,4,0,3948,552,446,2,2026-07-31T16:00:45.495139+00:00
guilds_100,CORUSCANTUNDERWORLDPOLICE,Coruscant Underworld Police,32,19,48,29,124,588,199,136,2573,845,2026-07-31T20:30:27.851958+00:00
guilds_100,COUNTDOOKU,Count Dooku,0,0,0,0,0,2,0,4709,219,2,2026-07-31T21:00:06.603573+00:00
guilds_100,CROSSHAIRS3,Crosshair (Scarred),55,25,161,51,1091,475,1630,924,363,15,2026-08-01T02:37:47.586703+00:00
guilds_100,CT210408,"CT-21-0408 ""Echo""",0,0,0,0,2,0,4330,595,28,0,2026-07-31T18:30:06.179350+00:00
guilds_100,CT5555,"CT-5555 ""Fives""",2,4,7,7,116,103,3149,948,607,18,2026-07-31T23:00:54.639329+00:00
guilds_100,CT7567,"CT-7567 ""Rex""",0,0,0,0,5,0,4186,595,181,1,2026-07-31T19:01:02.499793+00:00
guilds_100,OPERATIVE,CX-2,0,0,0,0,94,51,452,524,3792,35,2026-08-01T02:37:34.266528+00:00
guilds_100,DARKTROOPER,Dark Trooper,59,19,256,84,1340,397,1704,857,92,2,2026-07-31T08:31:30.317172+00:00
guilds_100,MOFFGIDEONS3,Dark Trooper Moff Gideon,24,20,46,51,279,209,791,2323,1097,42,2026-08-01T05:07:07.110986+00:00
guilds_100,DARTHBANE,Darth Bane,7,1,2,3,29,16,270,955,2667,1007,2026-08-01T04:37:23.913515+00:00
guilds_100,DARTHMALAK,Darth Malak,1,0,0,0,0,1,4,2,4909,28,2026-07-31T10:31:04.225246+00:00
guilds_100,DARTHMALGUS,Darth Malgus,5,3,10,5,115,68,1008,1265,2341,150,2026-08-01T07:07:27.066518+00:00
guilds_100,MAUL,Darth Maul,0,0,0,2,6,1,3288,1404,178,2,2026-07-31T20:30:59.466907+00:00
guilds_100,DARTHNIHILUS,Darth Nihilus,23,15,122,59,1276,879,2088,393,80,2,2026-07-31T17:01:10.241106+00:00
guilds_100,DARTHREVAN,Darth Revan,1,0,0,0,0,2,4,2,1648,3306,2026-07-31T10:31:27.641457+00:00
guilds_100,DARTHSIDIOUS,Darth Sidious,0,0,0,0,1,0,3368,1177,246,1,2026-07-31T20:30:27.567070+00:00
guilds_100,DARTHSION,Darth Sion,43,25,235,98,1659,1030,1509,214,79,1,2026-07-31T13:00:07.786558+00:00
guilds_100,DARTHTALON,Darth Talon,0,0,0,0,2294,959,1362,240,79,1,2026-08-01T07:37:44.141696+00:00
guilds_100,DARTHTRAYA,Darth Traya,31,16,137,81,1236,513,2171,476,264,8,2026-07-31T13:00:07.782646+00:00
guilds_100,VADER,Darth Vader,0,0,0,0,0,0,3237,1006,632,76,2026-07-31T23:30:43.599765+00:00
guilds_100,VADERDUELSEND,Darth Vader (Duel's End),9,10,11,54,91,861,1516,1139,1093,113,2026-08-01T01:01:27.257210+00:00
guilds_100,DASHRENDAR,Dash Rendar,0,0,0,0,1,0,3813,745,390,3,2026-07-31T08:00:07.949941+00:00
guilds_100,DATHCHA,Dathcha,210,87,964,132,586,656,994,227,15,0,2026-07-31T22:00:08.070083+00:00
guilds_100,DEATHTROOPER,Death Trooper,59,34,291,84,1049,862,1312,1054,74,1,2026-07-31T17:01:45.566761+00:00
guilds_100,DEATHTROOPERPERIDEA,Death Trooper (Peridea),0,0,1,0,4,1,1774,677,2497,4,2026-08-01T03:37:52.247270+00:00
guilds_100,DEDRAMEERO,Dedra Meero,47,221,75,603,713,1280,1061,206,437,4,2026-08-01T01:00:51.989699+00:00
guilds_100,DENGAR,Dengar,0,0,0,0,1496,402,1477,956,617,11,2026-07-31T18:30:06.187428+00:00
guilds_100,DEPABILLABA,Depa Billaba,0,0,0,0,142,88,671,661,3364,6,2026-08-01T02:08:16.003024+00:00
guilds_100,DIRECTORKRENNIC,Director Krennic,0,0,0,2135,708,661,768,350,93,3,2026-07-31T17:01:45.944262+00:00
guilds_100,DISGUISEDCLONETROOPER,Disguised Clone Trooper,0,0,0,1,101,59,471,539,3751,33,2026-08-01T02:37:32.543520+00:00
guilds_100,DOCTORAPHRA,Doctor Aphra,7,7,12,16,229,80,2983,999,498,47,2026-08-01T06:07:28.202348+00:00
guilds_100,DROIDEKA,Droideka,71,30,539,225,1745,1021,990,202,22,1,2026-07-31T11:00:08.424966+00:00
guilds_100,BADBATCHECHO,Echo,0,0,0,0,2005,940,1398,348,232,0,2026-07-31T08:30:40.358658+00:00
guilds_100,EETHKOTH,Eeth Koth,129,44,70,20,2917,125,221,137,231,0,2026-07-31T23:30:59.817577+00:00
guilds_100,EIGHTHBROTHER,Eighth Brother,0,0,0,0,230,85,2195,1159,1289,1,2026-08-01T07:07:46.603560+00:00
guilds_100,EMBO,Embo,0,0,0,0,893,918,1633,1079,418,7,2026-07-31T12:00:07.312301+00:00
guilds_100,EMPERORPALPATINE,Emperor Palpatine,0,0,0,0,0,0,3985,666,303,10,2026-07-31T18:01:29.260753+00:00
guilds_100,ENFYSNEST,Enfys Nest,52,21,132,51,2132,587,1208,418,132,2,2026-07-31T12:30:28.471145+00:00
guilds_100,EWOKELDER,Ewok Elder,269,119,734,64,597,454,854,237,10,0,2026-07-31T19:02:08.582519+00:00
guilds_100,EWOKSCOUT,Ewok Scout,245,107,138,41,298,327,231,28,1393,0,2026-07-31T20:30:07.505732+00:00
guilds_100,EZRABRIDGERS3,Ezra Bridger,1,0,4,0,18,3018,1002,801,64,1,2026-07-31T16:31:05.124232+00:00
guilds_100,EZRAEXILE,Ezra Bridger (Exile),21,1,3,5,25,21,325,590,2680,1282,2026-08-01T03:37:38.297656+00:00
guilds_100,FENNECSHAND,Fennec Shand,0,0,0,0,0,0,3840,891,177,1,2026-07-31T08:00:30.323417+00:00
guilds_100,FIFTHBROTHER,Fifth Brother,0,0,0,0,58,40,1978,1550,1332,6,2026-08-01T07:07:42.890670+00:00
guilds_100,FINN,Finn,0,1,0,0,2962,278,1186,389,84,1,2026-07-31T20:00:58.593480+00:00
guilds_100,FIRSTORDEREXECUTIONER,First Order Executioner,0,0,0,0,4090,202,229,50,147,0,2026-07-31T13:00:44.340655+00:00
guilds_100,FIRSTORDEROFFICERMALE,First Order Officer,0,0,0,0,1965,980,1377,371,216,1,2026-07-31T22:30:40.441357+00:00
guilds_100,FIRSTORDERSPECIALFORCESPILOT,First Order SF TIE Pilot,0,0,394,50,3290,238,511,136,249,0,2026-07-31T13:30:27.647679+00:00
guilds_100,FIRSTORDERTROOPER,First Order Stormtrooper,0,0,0,0,2641,629,997,420,188,3,2026-07-31T22:00:44.665626+00:00
guilds_100,FIRSTORDERTIEPILOT,First Order TIE Pilot,0,0,1634,188,1988,338,365,190,144,0,2026-07-31T23:30:42.756136+00:00
guilds_100,GAMORREANGUARD,Gamorrean Guard,0,0,2098,99,1253,363,322,331,154,5,2026-07-31T18:30:24.822935+00:00
guilds_100,GARSAXON,Gar Saxon,173,74,415,95,1714,555,637,833,42,2,2026-07-31T16:30:26.503908+00:00
guilds_100,ZEBS3,"Garazeb ""Zeb"" Orrelios",249,66,1321,193,1107,907,370,319,27,0,2026-07-31T16:30:47.516069+00:00
guilds_100,GRIEVOUS,General Grievous,0,0,1,0,1,0,3592,1055,285,16,2026-07-31T19:01:02.460853+00:00
guilds_100,GENERALHUX,General Hux,0,0,0,0,467,796,2099,1210,386,7,2026-07-31T10:00:34.065047+00:00
guilds_100,GENERALKENOBI,General Kenobi,0,0,1,0,1,0,0,40,4795,135,2026-07-31T17:30:55.629458+00:00
guilds_100,GENERALSKYWALKER,General Skywalker,0,0,0,0,0,0,0,37,4781,117,2026-07-31T10:30:06.917396+00:00
guilds_100,GENERALSYNDULLA,General Syndulla,2,0,0,0,254,280,1493,1555,1338,40,2026-08-01T03:07:42.340424+00:00
guilds_100,VEERS,General Veers,0,0,1064,154,1922,480,653,573,19,1,2026-07-31T21:30:39.317445+00:00
guilds_100,GEONOSIANBROODALPHA,Geonosian Brood Alpha,49,20,482,373,1487,837,1232,254,147,1,2026-07-31T10:30:30.068813+00:00
guilds_100,GEONOSIANSOLDIER,Geonosian Soldier,247,83,1008,277,1130,710,985,164,161,1,2026-07-31T20:00:25.397213+00:00
guilds_100,GEONOSIANSPY,Geonosian Spy,132,55,717,429,1402,626,1108,302,78,2,2026-07-31T18:02:12.394360+00:00
guilds_100,GRANDADMIRALTHRAWN,Grand Admiral Thrawn,0,0,0,0,0,22,4361,434,119,2,2026-07-31T16:00:59.847061+00:00
guilds_100,GRANDINQUISITOR,Grand Inquisitor,0,0,1,0,13,23,1268,1914,1684,41,2026-08-01T07:07:06.931905+00:00
guilds_100,GRANDMASTERYODA,Grand Master Yoda,2,0,0,0,1,0,0,4232,710,2,2026-07-31T22:00:27.646643+00:00
guilds_100,GRANDMOFFTARKIN,Grand Moff Tarkin,0,0,0,0,0,0,210,317,4362,30,2026-07-31T21:30:55.143441+00:00
guilds_100,GREATMOTHERS,Great Mothers,0,0,1,1,4,6,3228,1303,387,28,2026-08-01T03:37:28.190902+00:00
guilds_100,GREEDO,Greedo,0,0,0,0,0,3925,410,365,36,3,2026-07-31T23:30:06.600082+00:00
guilds_100,GREEFKARGA,Greef Karga,61,29,178,64,1053,633,2640,158,31,0,2026-07-31T09:30:26.199597+00:00
guilds_100,GOPHERANTS,Grogu & Anzellans,109,252,90,789,382,100,229,81,228,1,2026-08-01T00:00:25.577354+00:00
guilds_100,BOOMADIER,Gungan Boomadier,1,0,2,0,604,276,1580,2185,274,11,2026-08-01T04:07:56.290321+00:00
guilds_100,GUNGANPHALANX,Gungan Phalanx,5,0,3,0,550,292,1647,2122,312,6,2026-08-01T04:07:45.239755+00:00
guilds_100,HANSOLO,Han Solo,0,0,0,0,0,2,0,4492,478,3,2026-07-31T19:30:47.800495+00:00
guilds_100,HERASYNDULLAS3,Hera Syndulla,0,0,1,0,1382,863,708,1941,38,0,2026-07-31T17:00:45.417834+00:00
guilds_100,HERMITYODA,Hermit Yoda,0,0,0,0,966,1029,1770,908,290,0,2026-07-31T16:00:27.911687+00:00
guilds_100,HK47,HK-47,0,0,3,1,5,1,4401,273,109,0,2026-07-31T23:00:06.948529+00:00
guilds_100,HONDO,Hondo Ohnaka,1,0,1,1,3,14,10,6,4889,25,2026-08-01T06:37:19.365586+00:00
guilds_100,HOTHREBELSCOUT,Hoth Rebel Scout,198,87,924,138,1460,422,615,88,74,1,2026-07-31T22:30:07.457838+00:00
guilds_100,HOTHREBELSOLDIER,Hoth Rebel Soldier,572,162,300,79,737,591,140,131,146,0,2026-07-31T20:00:07.390812+00:00
guilds_100,BADBATCHHUNTER,Hunter,0,0,0,0,3247,233,997,267,165,2,2026-07-31T08:31:10.734093+00:00
guilds_100,HUNTERS3,Hunter (Mercenary),53,26,151,43,1069,594,1793,786,327,1,2026-08-01T03:07:07.686464+00:00
guilds_100,HUYANG,Huyang,4,1,0,0,6,0,1762,1715,1434,39,2026-08-01T03:08:00.169072+00:00
guilds_100,IDENVERSIOEMPIRE,Iden Versio,35,24,184,51,1146,183,921,1779,535,7,2026-08-01T07:37:24.946124+00:00
guilds_100,MAGNAGUARD,IG-100 MagnaGuard,0,0,0,1,2749,412,961,577,213,1,2026-07-31T19:01:50.857617+00:00
guilds_100,IG11,IG-11,312,97,425,64,2365,355,797,166,19,0,2026-07-31T09:00:08.932251+00:00
guilds_100,IG12,IG-12 & Grogu,0,0,0,0,0,2,2912,657,1378,6,2026-08-01T04:37:38.885434+00:00
guilds_100,IG86SENTINELDROID,IG-86 Sentinel Droid,961,156,1467,115,671,293,152,54,49,0,2026-07-31T22:30:44.307940+00:00
guilds_100,IG88,IG-88,0,0,0,0,2382,498,967,371,694,2,2026-07-31T22:00:26.256199+00:00
guilds_100,IG90,IG-90,7,20,14,28,51,1164,2270,486,810,8,2026-08-01T01:37:22.462197+00:00
guilds_100,IMAGUNDI,Ima-Gun Di,359,128,279,68,1150,575,138,47,150,0,2026-07-31T22:00:42.888724+00:00
guilds_100,IMPERIALPROBEDROID,Imperial Probe Droid,260,195,413,452,823,449,1113,164,204,2,2026-07-31T13:30:07.357220+00:00
guilds_100,IMPERIALSUPERCOMMANDO,Imperial Super Commando,135,70,362,104,1780,576,527,821,109,2,2026-07-31T16:30:06.457149+00:00
guilds_100,INQUISITORBARRISS,Inquisitor Barriss,9,22,15,62,92,1327,1734,912,665,6,2026-08-01T01:01:38.934114+00:00
guilds_100,JABBATHEHUTT,Jabba the Hutt,0,0,0,0,0,0,99,629,3708,497,2026-08-01T06:39:08.370179+00:00
guilds_100,JANGOFETT,Jango Fett,0,0,0,0,2,0,3507,1194,247,4,2026-07-31T11:30:35.769382+00:00
guilds_100,JARJARBINKS,Jar Jar Binks,3,2,11,5,380,441,1541,1816,703,10,2026-08-01T04:07:43.056457+00:00
guilds_100,JAWA,Jawa,0,0,2238,172,493,507,1059,58,43,0,2026-07-31T21:30:07.077114+00:00
guilds_100,JAWAENGINEER,Jawa Engineer,159,89,875,122,723,778,1091,71,50,0,2026-07-31T18:30:38.873190+00:00
guilds_100,JAWASCAVENGER,Jawa Scavenger,87,44,451,117,449,1356,1579,216,90,1,2026-07-31T18:01:53.897918+00:00
guilds_100,JEDIKNIGHTCONSULAR,Jedi Consular,447,172,446,117,1032,607,444,289,81,0,2026-07-31T21:00:06.648439+00:00
guilds_100,ANAKINKNIGHT,Jedi Knight Anakin,0,0,0,0,2,0,3481,1262,213,6,2026-07-31T21:00:41.898090+00:00
guilds_100,JEDIKNIGHTCAL,Jedi Knight Cal Kestis,0,0,0,0,2,2,982,2116,1799,49,2026-08-01T05:08:03.563915+00:00
guilds_100,JEDIKNIGHTGUARDIAN,Jedi Knight Guardian,697,173,701,87,651,361,444,69,14,1,2026-07-31T21:00:25.990363+00:00
guilds_100,JEDIKNIGHTLUKE,Jedi Knight Luke Skywalker,0,0,0,0,0,0,1321,1854,1757,18,2026-07-31T09:01:39.138701+00:00
guilds_100,JEDIKNIGHTREVAN,Jedi Knight Revan,3,3,14,15,228,258,1701,1687,1004,45,2026-07-31T11:30:14.979429+00:00
guilds_100,JEDIMASTERKENOBI,Jedi Master Kenobi,0,0,0,0,0,0,186,1119,3182,438,2026-07-31T08:01:12.518621+00:00
guilds_100,GRANDMASTERLUKE,Jedi Master Luke Skywalker,0,0,0,0,0,0,142,464,2927,1384,2026-07-31T09:00:57.873865+00:00
guilds_100,JEDIMASTERMACEWINDU,Jedi Master Mace Windu,1,0,1,4,64,33,528,559,3692,24,2026-08-01T02:37:05.541360+00:00
guilds_100,JOCASTANU,Jocasta Nu,2,0,5,5,75,31,750,1657,2377,4,2026-08-01T03:07:07.698323+00:00
guilds_100,JOLEEBINDO,Jolee Bindo,16,10,71,54,465,981,2087,864,377,7,2026-07-31T12:00:48.884825+00:00
guilds_100,JUHANI,Juhani,20,10,99,50,511,1163,2184,572,278,6,2026-07-31T11:00:35.051223+00:00
guilds_100,JYNERSO,Jyn Erso,0,0,0,0,740,1493,1497,437,785,6,2026-07-31T17:30:06.718054+00:00
guilds_100,K2SO,K-2SO,132,39,351,93,1525,615,944,89,1016,5,2026-07-31T17:30:24.659105+00:00
guilds_100,KANANJARRUSS3,Kanan Jarrus,108,33,690,134,940,1067,500,1230,107,0,2026-07-31T17:00:45.451954+00:00
guilds_100,KELLERANBEQ,Kelleran Beq,1,0,0,0,2,0,1175,2145,1621,5,2026-08-01T04:37:36.610483+00:00
guilds_100,KIADIMUNDI,Ki-Adi-Mundi,13,7,52,23,734,339,2051,1430,246,0,2026-07-31T10:01:00.268104+00:00
guilds_100,KITFISTO,Kit Fisto,21,15,82,13,2300,289,1176,639,95,0,2026-07-31T23:00:54.486230+00:00
guilds_100,KIX,Kix,1,1,3,3,2,1360,2223,714,592,1,2026-08-01T02:07:42.486972+00:00
guilds_100,KLEYA,Kleya Marki,27,139,52,263,392,1172,1545,512,607,57,2026-08-01T01:01:21.433693+00:00
guilds_100,KRRSANTAN,Krrsantan,0,0,0,0,91,109,576,1414,2604,155,2026-08-01T06:41:09.715891+00:00
guilds_100,KUIIL,Kuiil,243,113,334,57,2337,481,618,130,19,0,2026-07-31T09:00:38.384414+00:00
guilds_100,KXSECURITYDROID,KX Security Droid,48,308,72,892,1042,847,744,217,443,51,2026-08-01T00:30:26.669655+00:00
guilds_100,KYLEKATARN,Kyle Katarn,0,0,0,0,1331,680,2008,664,243,8,2026-08-01T07:37:57.218396+00:00
guilds_100,KYLOREN,Kylo Ren,0,0,0,0,0,0,4444,236,191,1,2026-07-31T22:00:07.974210+00:00
guilds_100,KYLORENUNMASKED,Kylo Ren (Unmasked),0,0,0,0,0,0,2134,1668,1114,52,2026-07-31T13:30:26.453475+00:00
guilds_100,L3_37,L3-37,118,33,246,65,1389,685,912,1171,190,0,2026-07-31T12:30:07.389141+00:00
guilds_100,ADMINISTRATORLANDO,Lando Calrissian,0,0,0,0,3829,235,373,70,124,0,2026-07-31T19:01:28.134699+00:00
guilds_100,GLLEIA,Leia Organa,0,0,0,0,0,0,30,227,2497,2181,2026-08-01T05:07:07.079745+00:00
guilds_100,LOBOT,Lobot,0,0,938,120,380,1513,1275,262,224,1,2026-07-31T20:30:59.536036+00:00
guilds_100,LOGRAY,Logray,264,98,834,70,487,300,1060,438,36,0,2026-07-31T23:00:07.293396+00:00
guilds_100,LORDVADER,Lord Vader,0,0,0,0,0,1,43,271,2296,2307,2026-07-31T08:00:32.207919+00:00
guilds_100,LUKESKYWALKER,Luke Skywalker (Farmboy),595,154,1451,82,615,395,352,60,13,0,2026-07-31T19:30:07.815043+00:00
guilds_100,LUMINARAUNDULI,Luminara Unduli,31,16,86,22,1551,528,1659,735,131,1,2026-07-31T22:30:07.431679+00:00
guilds_100,LUTHENRAEL,Luthen Rael,36,23,88,64,415,331,2708,664,470,108,2026-08-01T04:07:07.343437+00:00
guilds_100,MACEWINDU,Mace Windu,0,0,60,22,540,545,2044,1064,654,41,2026-07-31T20:30:07.447353+00:00
guilds_100,MAGMATROOPER,Magmatrooper,214,114,283,65,1902,498,488,115,137,1,2026-07-31T19:31:04.432099+00:00
guilds_100,MAJORPARTAGAZ,Major Partagaz,51,262,80,813,1045,921,868,160,423,3,2026-08-01T00:30:42.796471+00:00
guilds_100,MARAJADE,"Mara Jade, The Emperor's Hand",1,0,1,0,774,626,2668,708,164,5,2026-08-01T07:37:39.945769+00:00
guilds_100,MARROK,Marrok,3,0,2,0,1,6,1697,1999,1231,26,2026-08-01T03:37:12.327459+00:00
guilds_100,MASTERQUIGON,Master Qui-Gon,1,3,3,1,41,21,331,184,4311,66,2026-08-01T04:07:26.675527+00:00
guilds_100,MAULS7,Maul,12,4,28,16,229,127,1262,2007,1193,33,2026-07-31T08:00:49.991144+00:00
guilds_100,MAULHATEFUELED,Maul (Hate-Fueled),9,262,6,68,27,102,368,493,1663,1660,2026-08-01T01:01:49.438139+00:00
guilds_100,MAZKANATA,Maz Kanata,18,15,50,37,405,268,2103,1218,676,8,2026-08-01T02:07:44.562727+00:00
guilds_100,MERRIN,Merrin,109,8,24,39,188,172,3570,702,98,3,2026-08-01T05:37:26.914625+00:00
guilds_100,MISSIONVAO,Mission Vao,65,28,216,71,663,1834,1314,392,80,3,2026-07-31T12:00:27.667834+00:00
guilds_100,HUMANTHUG,Mob Enforcer,0,0,2049,125,1612,274,291,121,20,0,2026-07-31T19:01:27.845007+00:00
guilds_100,MOFFGIDEONS1,Moff Gideon,13,18,70,43,707,664,1294,1862,237,1,2026-07-31T09:00:08.908196+00:00
guilds_100,MONMOTHMA,Mon Mothma,0,0,0,0,2734,590,1260,150,166,0,2026-07-31T09:01:17.267378+00:00
guilds_100,MORGANELSBETH,Morgan Elsbeth,1,0,2,1,4,5,3029,1219,615,69,2026-08-01T03:37:58.652147+00:00
guilds_100,MOTHERTALZIN,Mother Talzin,72,30,890,161,1578,578,1200,242,29,0,2026-07-31T14:00:14.174071+00:00
guilds_100,NIGHTTROOPER,Night Trooper,0,0,2,0,4,0,1777,678,2493,2,2026-08-01T04:07:07.335800+00:00
guilds_100,NIGHTSISTERACOLYTE,Nightsister Acolyte,319,90,1438,115,859,278,294,250,86,0,2026-07-31T21:00:40.882594+00:00
guilds_100,NIGHTSISTERINITIATE,Nightsister Initiate,355,112,1205,65,618,357,112,316,158,0,2026-07-31T21:30:25.229962+00:00
guilds_100,NIGHTSISTERSPIRIT,Nightsister Spirit,35,19,272,76,536,661,1352,1356,423,106,2026-07-31T13:30:48.840150+00:00
guilds_100,NIGHTSISTERZOMBIE,Nightsister Zombie,59,23,665,91,2171,379,864,308,151,0,2026-07-31T13:30:47.236176+00:00
guilds_100,NINTHSISTER,Ninth Sister,0,0,0,0,174,56,3505,762,430,5,2026-08-01T07:37:04.998996+00:00
guilds_100,NUTEGUNRAY,Nute Gunray,0,0,0,0,0,0,4046,751,95,0,2026-07-31T23:00:23.748791+00:00
guilds_100,OLDBENKENOBI,Obi-Wan Kenobi (Old Ben),0,0,0,0,2793,468,1204,273,181,3,2026-07-31T22:01:01.777976+00:00
guilds_100,DAKA,Old Daka,22,13,356,115,1516,482,1533,473,318,2,2026-07-31T19:30:29.552310+00:00
guilds_100,BADBATCHOMEGA,Omega,296,62,851,120,1543,639,763,194,182,1,2026-07-31T08:00:55.410937+00:00
guilds_100,OMEGAS3,Omega (Fugitive),57,27,140,58,1151,469,1786,801,341,8,2026-08-01T03:07:27.304820+00:00
guilds_100,PADAWANOBIWAN,Padawan Obi-Wan,1,3,5,0,36,25,308,196,4300,75,2026-08-01T04:07:28.158889+00:00
guilds_100,PADAWANSABINE,Padawan Sabine Wren,1,0,1,1,6,1,1508,1530,1857,60,2026-08-01T03:08:12.484173+00:00
guilds_100,PADMEAMIDALA,Padmé Amidala,0,0,0,0,2,0,1,4411,552,3,2026-07-31T10:30:51.631142+00:00
guilds_100,PAO,Pao,118,50,233,73,2362,520,715,163,475,0,2026-07-31T16:30:46.966658+00:00
guilds_100,PAPLOO,Paploo,356,113,1016,78,735,435,829,206,16,0,2026-07-31T23:00:39.651028+00:00
guilds_100,PAZVIZSLA,Paz Vizsla,0,0,0,0,0,1,2739,688,1469,62,2026-08-01T04:37:53.117764+00:00
guilds_100,GLHONDO,Pirate King Hondo Ohnaka,0,0,0,0,1,0,14,27,2821,2016,2026-08-01T02:07:06.635697+00:00
guilds_100,PLOKOON,Plo Koon,0,0,0,0,11,2,0,4380,514,1,2026-07-31T19:01:48.528723+00:00
guilds_100,POE,Poe Dameron,0,0,0,0,3575,164,887,154,78,0,2026-07-31T23:00:24.381336+00:00
guilds_100,POGGLETHELESSER,Poggle the Lesser,338,82,1156,197,892,686,1011,313,25,1,2026-07-31T20:30:43.937687+00:00
guilds_100,PRINCESSKNEESAA,Princess Kneesaa,0,0,1,0,0,1,4090,558,16,0,2026-08-01T05:07:46.993132+00:00
guilds_100,PRINCESSLEIA,Princess Leia,0,0,1496,158,644,1185,991,266,33,1,2026-07-31T21:30:07.051374+00:00
guilds_100,QIRA,Qi'ra,24,14,33,7,2151,671,480,1236,36,0,2026-07-31T12:30:30.994211+00:00
guilds_100,QUEENAMIDALA,Queen Amidala,1,4,7,4,75,42,437,664,3512,208,2026-08-01T04:08:01.381183+00:00
guilds_100,QUIGONJINN,Qui-Gon Jinn,0,0,354,39,2304,428,1226,500,61,0,2026-07-31T19:31:01.822671+00:00
guilds_100,QUIGGOLD,Quiggold,0,1,2,1,822,338,1627,891,1168,58,2026-08-01T02:07:59.444988+00:00
guilds_100,R2D2_LEGENDARY,R2-D2,0,0,0,0,0,0,2,1786,3088,97,2026-07-31T16:30:06.429509+00:00
guilds_100,R5D4,R5-D4,104,237,81,814,303,70,135,63,523,0,2026-08-01T00:30:24.146706+00:00
guilds_100,RANGETROOPER,Range Trooper,79,49,647,116,1881,295,905,586,60,1,2026-07-31T12:01:04.585301+00:00
guilds_100,SCORCH,"RC-1262 ""Scorch""",0,0,0,0,19,15,121,219,4466,93,2026-08-01T02:37:20.444722+00:00
guilds_100,HOTHLEIA,Rebel Officer Leia Organa,0,0,3,0,3022,416,515,507,190,0,2026-07-31T16:00:44.378240+00:00
guilds_100,EPIXFINN,Resistance Hero Finn,0,0,0,0,2762,339,1348,241,190,0,2026-07-31T10:00:10.241402+00:00
guilds_100,EPIXPOE,Resistance Hero Poe,0,0,1,0,3196,361,1083,190,34,0,2026-07-31T10:00:10.249968+00:00
guilds_100,RESISTANCEPILOT,Resistance Pilot,1,0,1926,164,1776,233,477,71,64,1,2026-07-31T19:30:29.790845+00:00
guilds_100,RESISTANCETROOPER,Resistance Trooper,0,1,0,0,3734,177,566,113,149,0,2026-07-31T21:30:40.509378+00:00
guilds_100,GLREY,Rey,0,0,0,0,1,0,165,465,1182,3101,2026-07-31T09:30:56.158296+00:00
guilds_100,DARKREY,Rey (Dark Side Vision),5,4,4,4,50,35,828,2209,1725,73,2026-08-01T03:07:55.969669+00:00
guilds_100,REYJEDITRAINING,Rey (Jedi Training),0,0,0,0,0,0,4331,437,156,5,2026-07-31T13:00:57.663988+00:00
guilds_100,REY,Rey (Scavenger),0,0,0,0,0,0,45,4720,109,2,2026-07-31T21:00:55.990249+00:00
guilds_100,ROSETICO,Rose Tico,0,0,0,0,3284,325,866,162,154,1,2026-07-31T13:00:43.272656+00:00
guilds_100,RACCOON,Rotta the Hutt,49,555,34,1648,705,19,22,75,125,522,2026-08-01T00:30:04.718580+00:00
guilds_100,ROYALGUARD,Royal Guard,0,0,238,43,733,779,1806,841,483,6,2026-07-31T19:02:06.728685+00:00
guilds_100,SABINEWRENS3,Sabine Wren,111,42,548,125,1065,1037,646,1233,54,0,2026-07-31T16:31:06.872224+00:00
guilds_100,SANASTARROS,Sana Starros,2,0,4,0,3126,407,725,272,139,0,2026-08-01T06:07:53.372463+00:00
guilds_100,SATELESHAN,Satele Shan,10,3,11,22,89,130,738,806,2172,834,2026-08-01T01:01:57.952580+00:00
guilds_100,SAVAGEOPRESS,Savage Opress,20,10,131,62,1034,790,2072,659,118,3,2026-07-31T21:30:55.080624+00:00
guilds_100,SAWGERRERA,Saw Gerrera,45,15,66,42,301,386,3457,454,97,7,2026-08-01T05:37:10.830759+00:00
guilds_100,SCARIFREBEL,Scarif Rebel Pathfinder,248,80,542,183,1726,473,469,333,396,0,2026-07-31T18:01:08.642686+00:00
guilds_100,SCOUTTROOPER_V3,Scout Trooper,0,0,1,0,1,0,2221,2528,191,1,2026-08-01T05:07:29.856190+00:00
guilds_100,SECONDSISTER,Second Sister,0,0,0,0,1997,448,1857,527,75,1,2026-08-01T07:37:13.636663+00:00
guilds_100,SEVENTHSISTER,Seventh Sister,0,0,0,0,37,35,1706,1807,1372,4,2026-08-01T07:08:01.609488+00:00
guilds_100,SHAAKTI,Shaak Ti,0,0,1,0,1,0,2565,1718,659,0,2026-07-31T10:30:38.479431+00:00
guilds_100,SHINHATI,Shin Hati,2,1,4,0,3,5,2494,1918,497,27,2026-08-01T03:37:24.183206+00:00
guilds_100,SHORETROOPER,Shoretrooper,118,58,425,130,1767,387,1060,595,94,1,2026-07-31T18:01:08.681035+00:00
guilds_100,SITHASSASSIN,Sith Assassin,0,0,1,0,1357,214,843,847,1660,2,2026-07-31T17:01:28.374880+00:00
guilds_100,SITHTROOPER,Sith Empire Trooper,0,0,3,0,3,2,3885,556,491,10,2026-07-31T17:01:28.300062+00:00
guilds_100,SITHPALPATINE,Sith Eternal Emperor,0,0,0,0,1,2,409,1347,2765,428,2026-07-31T09:00:38.430175+00:00
